TCM_symptom_id,TCM_symptom_name,Symptom_pinYin,Symptom_definition,Symptom_locus,Symptom_property,Type,Version,Suppress
691,目赤翳障,Mu Chi Yi Zhang,,肝,火热,Ontological terms,"v1,v2",0
692,目赤肿痛,Mu Chi Zhong Tong,目赤肿痛(swelling and pain of eye)为多种眼部疾患中的一个急性症状。古代文献根据发病原因、症状急重和流行性，又称“风热眼”、“暴风客热”、“天行赤眼”等。 目赤肿痛常见于西医学的急性结膜炎、假性结膜炎以及流行性角膜炎等，认为由细菌或病毒感染，或过敏而导致,肝,火热,Ontological terms,"v1,v2",0
693,目发黄,Mu Fa Huang,,肝,湿热,Synonymous terms,"v1,v2",0
694,目花,Mu Hua,,肝,肝虚,Ontological terms,"v1,v2",0
695,目黄,Mu Huang,,肝,湿热,Synonymous terms,"v1,v2",0
696,目昏,Mu Hun,视物模糊不清的表现,肝,肝虚,Ontological terms,"v1,v2",0
697,目昏不明,Mu Hun Bu Ming,,肝,肝虚,Ontological terms,"v1,v2",0
698,目涩,Mu Se,,肝,肝阴虚,Ontological terms,"v1,v2",0
699,目生翳膜,Mu Sheng Yi Mo,,肝,湿热,Ontological terms,"v1,v2",0
700,目生云翳,Mu Sheng Yun Yi,,肝,肝经湿热,Ontological terms,"v1,v2",0
701,目眩,Mu Xuan,眼前发黑，视物昏花迷乱的症象,肝,肝阳上亢,Ontological terms,"v1,v2",0
702,目痒,Mu Yang,,肝,肝经风热,Synonymous terms,"v1,v2",0
703,目淫羞明,Mu Yin Xiu Ming,,肝,肝经失养,Synonymous terms,"v1,v2",0
704,目胀,Mu Zhang,,肝,肝气郁滞,,v1,1
705,目珠夜痛,Mu Zhu Ye Tong,,肝,肝阴虚,Ontological terms,"v1,v2",0
706,纳差,Na Cha,"所谓“纳”指“胃纳”,“纳差”意指食量减少。在中医范畴中归属于脾胃病，由多种原因导致。如伤食引起，常表现为嗳吐酸腐之气；再如湿阻引起，常表现为胃脘胀闷、舌苔白腻；此外消化功能低下也可以引起纳差，中医称为脾胃虚弱，临床除见到纳食减少外，还伴有食后腹胀、面色萎黄、气短懒言、大便稀薄等症状。治疗根据引起纳差的病因病机辨证施治。",心,胃气虚,Ontological terms,"v1,v2",0
707,纳呆,Na Dai,胃接受和容纳食物的功能称作“胃主受纳”，因邪气扰动，胃气不降；或脾胃功能虚弱，出现消化不良、食欲不振，进食后有饱滞之感的症状，称为“胃纳呆滞”，简称胃呆、纳呆、纳少或食少。作为症状可兼见于多种疾病，临床较为多见，如临床表现突出而其他症状不明显，可作为独立疾病诊断,心,胃气虚,Ontological terms,"v1,v2",0
708,纳谷不香,Na Gu Bu Xiang,缺乏食欲，饮食无味的表现,胃,胃气虚,Ontological terms,"v1,v2",0
709,纳少,Na Shao,胃接受和容纳食物的功能称作“胃主受纳”，因邪气扰动，胃气不降；或脾胃功能虚弱，出现消化不良、食欲不振，进食后有饱滞之感的症状，称为“胃纳呆滞”，简称胃呆、纳呆、纳少或食少。作为症状可兼见于多种疾病，临床较为多见，如临床表现突出而其他症状不明显，可作为独立疾病诊断,脾胃,胃气虚,Synonymous terms,"v1,v2",0
710,纳少嘈杂,Na Shao Cao Za,,脾胃,胃气虚,Synonymous terms,"v1,v2",0
711,难产,Nan Chan,难产泛指在分娩过程中出现某些情况，如胎儿本身的问题，或母亲骨盆腔狭窄、子宫或阴道结构异常、子宫收缩无力或异常等，造成胎儿分娩困难，需要助产或剖宫产结束分娩的情况。临床上的表现是分娩过程缓慢，甚至停止。胎儿经阴道顺利分娩取决于产力、产道和胎儿三大因素。如果其中一个或一个以上的因素出现异常，即可导致难产,子宫,,Ontological terms,"v1,v2",0
712,脑部疼痛,Nao Bu Teng Tong,,脑,肝肾亏虚,Synonymous terms,"v1,v2",0
713,脑功能减退,Nao Gong Neng Jian Tui,,脑,肝肾亏虚,Synonymous terms,"v1,v2",0
714,脑络瘀阻,Nao Luo Yu Zu,,脑,淤血阻滞,Synonymous terms,"v1,v2",0
715,内外伤出血,Nei Wai Shang Chu Xie,,,,Ontological terms,"v1,v2",0
716,内障目暗,Nei Zhang Mu An,,肝,肝血虚,Synonymous terms,"v1,v2",0
717,内痔出血,Nei Zhi Chu Xie,痔（internal hemorrhoid）所致便血，血在粪便表面，时有滴沥，或喷射而出；而肠道炎症，则粪便、分泌物、紫暗血迹，相混杂于一起,大肠,血热伤络,Synonymous terms,"v1,v2",0
718,年老气喘,Nian Lao Qi Chuan,,肺,肾虚,Synonymous terms,"v1,v2",0
719,年老哮喘,Nian Lao Xiao Chuan,,肺,肾虚,Synonymous terms,"v1,v2",0
720,黏液便,Nian Ye Bian,黏液便（mucous stool）可在急性痢疾中出现，亦可在慢性肠炎、慢性菌痢、肠易激综合征等疾病中出现。治疗应针对病因，对症治疗,大肠,大肠湿热,Synonymous terms,"v1,v2",0
721,尿赤,Niao Chi,,膀胱,心火旺,Ontological terms,"v1,v2",0
722,尿道涩痛,Niao Dao Se Tong,,膀胱,心火旺,Ontological terms,"v1,v2",0
723,尿道灼热,Niao Dao Zhuo Re,,膀胱,膀胱湿热,Synonymous terms,"v1,v2",0
724,尿点滴而下,Niao Dian Di Er Xia,,膀胱,肾虚,Synonymous terms,"v1,v2",0
725,尿后滴沥,Niao Hou Di Li,,膀胱,肾虚,Synonymous terms,"v1,v2",0
726,尿后余沥不尽,Niao Hou Yu Li Bu Jin,,膀胱,肾虚,Synonymous terms,"v1,v2",0
727,尿黄,Niao Huang,,膀胱,膀胱湿热,Synonymous terms,"v1,v2",0
728,尿黄如茶,Niao Huang Ru Cha,,膀胱,膀胱湿热,Synonymous terms,"v1,v2",0
729,尿混浊,Niao Hun Zhuo,,膀胱,膀胱湿热,Synonymous terms,"v1,v2",0
730,尿急,Niao Ji,尿急（urgent micturition）与尿频（frequent micturition）在中文的西医诊断学里是两个不同的概念，尿急是指患者一有尿意即迫不及待地需要排尿，难以控制,膀胱,膀胱湿热,Synonymous terms,"v1,v2",0
731,尿路结石,Niao Lu Jie Shi,尿路结石是最常见的泌尿外科疾病之一。男性多于女性，约4～5∶1。 尿路结石在肾和膀胱内形成。上尿路结石与下尿路结石的形成机制、病因、结石成份和流行病学有显著差异。上尿路结石大多数为草酸钙结石。膀胱结石中磷酸镁铵结石较上尿路多见。成核作用、结石基质和晶体抑制物质学说是结石形成的三种最基本学说。根据上尿路结石形成机制的不同，有人将其分为与代谢因素有关的结石和感染性结石。细菌、感染产物及坏死组织亦为形成结石之核心,膀胱,膀胱湿热,Synonymous terms,"v1,v2",0
732,尿频,Niao Pin,正常成人白天排尿4～6次，夜间0～2次，次数明显增多称尿频。尿频既可以是生理性、精神神经性的，也可以是许多疾病的症状之一。导致尿频的原因较多，包括炎症、异物、精神因素、病后体虚、寄生虫病等,膀胱,肾虚,Ontological terms,"v1,v2",0
733,尿频数,Niao Pin Shu,,膀胱,肾虚,Synonymous terms,"v1,v2",0
734,尿热,Niao Re,,膀胱,湿热,Ontological terms,"v1,v2",0
735,尿色赤黄,Niao Se Chi Huang,,膀胱,湿热,Synonymous terms,"v1,v2",0
736,尿色偏黄,Niao Se Pian Huang,,膀胱,湿热,Synonymous terms,"v1,v2",0
737,尿涩,Niao Se,,膀胱,湿热,Ontological terms,"v1,v2",0
738,尿涩痛,Niao Se Tong,,膀胱,湿热,Ontological terms,"v1,v2",0
739,尿少,Niao Shao,,膀胱,湿热,Ontological terms,"v1,v2",0
740,尿痛,Niao Tong,尿痛（urodynia）指患者排尿时尿道或伴耻骨上区、会阴部位疼痛。其疼痛程度有轻有重，常为烧灼感，重者痛如刀割。尿痛常见于尿道炎、前列腺炎、前列腺增生、精囊炎、膀胱炎、尿路结石、膀胱结核、肾盂肾炎等。治疗尿痛首先要控制急性感染，同时配合药物外洗，然后根据尿道外口的局部情况决定治疗方案,膀胱,湿热,Ontological terms,"v1,v2",0
741,尿线细,Niao Xian Xi,,膀胱,湿热,Synonymous terms,"v1,v2",0
742,尿血,Niao Xie,尿中含有过多的红细胞。正常情况下，尿液中是没有红细胞的。医学上把病人尿液离心沉淀后，用显微镜来检查，如果每个高倍视野中有5个以上的红细胞，就叫血尿,膀胱,湿热,Ontological terms,"v1,v2",0
743,尿血血色鲜红,Niao Xie Xie Se Xian Hong,,膀胱,湿热,Synonymous terms,"v1,v2",0
744,尿血血色紫红,Niao Xie Xie Se Zi Hong,,膀胱,湿热,Synonymous terms,"v1,v2",0
745,扭腰,Niu Yao,急性腰背部扭伤俗称“闪腰”，在临床上较为多见，尤其是在体力劳动者；偶然参加运动或劳动而事先又未做体力活动准备者发生尤多，此种情况多见于常年坐办公室者。急性腰背部扭伤患者男性较女性多见，年龄以青壮年为多，年幼及年老患者均较少。本病病变的范围包括下背部至骶髂部的肌筋膜组织，即胸腰段及腰骶部两个解剖区。但在临床上由于其表现及治疗原则基本相似，故现将其一并阐述,,,Synonymous terms,"v1,v2",0
746,脓成不溃,Nong Cheng Bu Kui,,,,Ontological terms,"v1,v2",0
747,脓腐将荆,Nong Fu Jiang Jing,,,,,v1,1
748,脓疱,Nong Pao,脓疱（pustule）指皮肤上的一个局限性的隆起，内含有脓液。因脓液的颜色不同，呈黄色或黄绿色。脓液是机体组织炎症过程中形成的浓稠或稀薄的渗出物，其中包含变性、坏死的白细胞、可含有或不含有细菌、坏死组织碎片和渗出的组织液,,,Synonymous terms,"v1,v2",0
749,脓水,Nong Shui,,,,Ontological terms,"v1,v2",0
750,脓痰,Nong Tan,"脓痰（purulent sputum）是呼吸道疾病最常见的症状之一,多表明呼吸系统，尤其是支气管、肺部有炎症。临床常伴有咳嗽、发热、呼吸急促等症状。脓痰的量、颜色、气味、性状和伴发症状常可提示诊断。治疗应查找脓痰产生的原发病，针对病因进行治疗",肺,,,v1,1
751,胬肉攀睛,Nu Rou Pan Jing,胬肉攀睛指有一三角形脂膜胬起如肉，由眼珠眦角横贯白睛，攀侵黑睛的慢性外障眼病。多生于大眦，生于小眦或两眦同时发生者较少见。病变进程缓慢，往往经过数月或多年始侵入黑睛，并逐渐遮盖瞳仁，也有停止进展者。本病相当西医之翼状胬肉,,,Ontological terms,"v1,v2",0
752,衄血,Nv Xie,非外伤所致的某些部位的外部出血症。包括眼衄、耳衄、鼻衄、齿衄、舌衄、肌衄等，以鼻衄（见鼻出血）为多见。,,,Ontological terms,"v1,v2",0
753,呕恶,Ou E,指胃气上逆动膈，气逆上冲，出于喉间，呃呃连声，声短而频，不能自制的一种病症,胃,胃气上逆,Ontological terms,"v1,v2",0
754,呕逆,Ou Ni,,胃,胃气上逆,Ontological terms,"v1,v2",0
755,呕吐,Ou Tu,是以胃失和降，气逆于上所致的一种病证，可出现在许多疾病的过程中。临床辨证以虚实为纲。治疗以和胃降逆为原则，但须根据虚实不同情况分别处理,胃,胃气上逆,Ontological terms,"v1,v2",0
756,呕吐清水,Ou Tu Qing Shui,,胃,胃气上逆,Synonymous terms,"v1,v2",0
757,呕吐乳食,Ou Tu Ru Shi,,胃,胃气上逆,Synonymous terms,"v1,v2",0
758,呕吐痰涎,Ou Tu Tan Xian,,胃,胃气上逆,Synonymous terms,"v1,v2",0
759,呕吐吞酸,Ou Tu Tun Suan,,胃,胃气上逆,Ontological terms,"v1,v2",0
760,排便乏力,Pai Bian Fa Li,,大肠,气虚,Synonymous terms,"v1,v2",0
761,排尿滴沥不尽,Pai Niao Di Li Bu Jin,,膀胱,肾虚,Synonymous terms,"v1,v2",0
762,排尿困难,Pai Niao Kun Nan,排尿困难系指排尿费力且有排不尽感，须增加腹压才能排出尿液，病情严重时增加腹压也不能将膀胱内尿液排出体外，导致尿潴留。治疗应首先引流尿液，进行病因治疗和对症治疗,膀胱,肾虚,Synonymous terms,"v1,v2",0
763,喷嚏,Pen Ti,,,肺气上逆,Synonymous terms,"v1,v2",0
764,盆腔包块,Pen Qiang Bao Kuai,盆腔炎性包块为女性盆腔脏器的炎症未得到正规治疗，发生盆腔慢性炎症性组织学改变，从而导致盆腔炎性包块发生。患者常先有急性输卵管炎的临床表现，服抗炎药可缓解的症状。症状包括下腹部疼痛、发热、阴道流血。平时病人可有白带增多、以后下腹部疼痛减轻。当盆腔包块增大时疼痛有所增加，但能忍受，表现为下腹部的隐痛和钝痛。炎性包块盆腔炎腹痛在月经期也会加重，但不如子宫内膜异位症所致的痛经明显,,,Ontological terms,"v1,v2",0
765,皮肤风团色红,Pi Fu Feng Tuan Se Hong,,皮肤,血热,Synonymous terms,"v1,v2",0
766,皮肤感染,Pi Fu Gan Ran,是细菌和真菌感染性皮肤病，病情患者有轻有重，轻的易治疗，严重的不易治疗,皮肤,热毒,,v1,1
767,皮肤干燥,Pi Fu Gan Zao,皮肤干燥是指皮肤缺乏水分令人感觉不适的现象。其症状主要为皮肤发紧、个别部位干燥脱皮、洗澡过后全身发痒。年龄增长、气候变化、睡眠不足、过度疲劳、洗澡水过热、洗涤用品碱性强等都是导致皮肤干燥的重要原因。预防措施为加强皮肤的日常护理保养，合理调节饮食结构，坚持多喝水等,皮肤,阴虚,Ontological terms,"v1,v2",0
768,皮肤黄染,Pi Fu Huang Ran,,皮肤,肝经湿热,Ontological terms,"v1,v2",0
769,皮肤皲裂,Pi Fu Jun Lie,,皮肤,阴虚,Ontological terms,"v1,v2",0
770,皮肤潰疡,Pi Fu Kui Yang,,皮肤,脾虚,Synonymous terms,"v1,v2",0
771,皮肤糜烂,Pi Fu Mi Lan,,皮肤,脾虚,Ontological terms,"v1,v2",0
772,皮肤黏膜破溃,Pi Fu Nian Mo Po Kui,,皮肤,脾虚,Synonymous terms,"v1,v2",0
773,皮肤青紫,Pi Fu Qing Zi,,皮肤,血热,Synonymous terms,"v1,v2",0
774,皮肤瘙痒,Pi Fu Sao Yang,瘙痒是一种仅有皮肤瘙痒而无原发性皮肤损害的皮肤病症状。根据皮肤瘙痒的范围及部位，一般分为全身性和局限性两大类。,皮肤,血虚风燥,Ontological terms,"v1,v2",0
775,皮肤色斑,Pi Fu Se Ban,,皮肤,血热,Ontological terms,"v1,v2",0
776,皮肤湿烂,Pi Fu Shi Lan,,皮肤,湿热,Ontological terms,"v1,v2",0
777,皮肤湿疹,Pi Fu Shi Zhen,,皮肤,湿热,Ontological terms,"v1,v2",0
778,皮肤瘀斑,Pi Fu Yu Ban,,皮肤,淤血,Synonymous terms,"v1,v2",0
779,皮肤肿痛,Pi Fu Zhong Tong,,皮肤,热毒,Synonymous terms,"v1,v2",0
780,皮肤紫斑,Pi Fu Zi Ban,,皮肤,热毒,Synonymous terms,"v1,v2",0
781,皮肤紫癜,Pi Fu Zi Dian,,皮肤,热毒,Synonymous terms,"v1,v2",0
782,皮损呈红斑湿润,Pi Sun Cheng Hong Ban Shi Run,,皮肤,热毒,Synonymous terms,"v1,v2",0
783,皮下结块,Pi Xia Jie Kuai,,皮肤,淤血,Synonymous terms,"v1,v2",0
784,皮下紫斑,Pi Xia Zi Ban,,皮肤,淤血,Ontological terms,"v1,v2",0
785,皮疹表面覆有较厚的银白色鳞屑,Pi Zhen Biao Mian Fu You Jiao Hou De Yin Bai Se Lin Xie,,皮肤,湿热,Synonymous terms,"v1,v2",0
786,皮疹色鲜红,Pi Zhen Se Xian Hong,,皮肤,热毒,Ontological terms,"v1,v2",0
787,皮疹为点滴状,Pi Zhen Wei Dian Di Zhuang,,皮肤,热毒,Synonymous terms,"v1,v2",0
788,皮疹圆形,Pi Zhen Yuan Xing,,皮肤,湿热,,v1,1
789,疲乏无力,Pi Fa Wu Li,,心,气虚,Synonymous terms,"v1,v2",0
790,疲倦,Pi Juan,指十分劳累，困倦。出自清·李宝嘉《官场现形记》第三十六回。又指劳累、昏昏欲睡,心,气虚,Synonymous terms,"v1,v2",0
791,脾胃气滞,Pi Wei Qi Zhi,,脾,气虚,,v1,1
792,脾虚,Pi Xu,脾虚，为中医名词术语。泛指因脾气虚损引起的一系列脾脏生理功能失常的病理现象及病证。包括脾气虚、脾阳虚、中气下陷、脾不统血等证型。多因饮食失调．劳逸失度，或久病体虚所引起。脾有运化食物中的营养物质和输布水液以及统摄血液等作用。脾虚则运化失常，并可出现营养障碍，水液失于布散而生湿酿痰，或发生失血等症,脾,,,v1,1
793,脾虚气滞,Pi Xu Qi Zhi,脾虚气滞是一种疾病，素有脾胃虚弱，或病后中气不足，主要症状是胃脘痞闷，食欲不振，恶心呕吐,脾,,Synonymous terms,"v1,v2",0
794,痞满,Pi Man,痞满是由于脾胃功能失调，升降失司，胃气壅塞，出现以脘腹满闷不舒为主症的病证。以自觉胀满，触之无形，按之柔软，压之无痛为临床特点。临床表现与西医学的慢性胃炎（包括浅表性胃炎和萎缩性胃炎）、功能性消化不良、胃下垂等疾病相似，这些疾病若以脘腹满闷不舒为主症时，可参考本证辨证论治,胃,气虚,Ontological terms,"v1,v2",0
795,痞闷,Pi Men,,胃,脾气虚,Ontological terms,"v1,v2",0
796,偏身麻木,Pian Shen Ma Mu,身麻木（hemianesthesia），通常指由脑病造成的一侧上下肢的感觉减退或消失。大多由于对侧大脑半球疾患所致。常见于脑血管意外、颅脑损伤、脑炎等疾病,,,Synonymous terms,"v1,v2",0
797,偏瘫,Pian Tan,偏瘫（hemiplegia）又叫半身不遂，是指同一侧上下肢、面肌和舌肌下部的运动障碍，是急性脑血管病的常见症状。轻度偏瘫病人虽然尚能活动，但走起路来，往往上肢屈曲，下肢伸直，瘫痪的下肢走一步划半个圈，这种特殊的走路姿势，叫做偏瘫步态。严重者常卧床不起，丧失生活能力。按照偏瘫的程度，可分为轻瘫、不完全性瘫痪和全瘫。轻瘫：表现为肌力减弱，肌力在4～5级，一般不影响日常生活，不完全性瘫较轻瘫重，范围较大，肌力2～4级，全瘫：肌力0～1级，瘫痪肢体完全不能活动。应该及时就诊，以免延误治疗的最佳时期,,,Ontological terms,"v1,v2",0
798,偏头痛,Pian Tou Tong,偏头痛（migraine）是临床最常见的原发性头痛类型，临床以发作性中重度、搏动样头痛为主要表现，头痛多为偏侧，一般持续4～72小时，可伴有恶心、呕吐，光、声刺激或日常活动均可加重头痛，安静环境、休息可缓解头痛。偏头痛是一种常见的慢性神经血管性疾患，多起病于儿童和青春期，中青年期达发病高峰，女性多见，男女患者比例约为1∶2～3，人群中患病率为5%～10%，常有遗传背景,,,Ontological terms,"v1,v2",0
799,贫血,Pin Xie,贫血(anemia)是指人体外周血红细胞容量减少，低于正常范围下限的一种常见的临床症状。由于红细胞容量测定较复杂，临床上常以血红蛋白（Hb）浓度来代替。我国血液病学家认为在我国海平面地区，成年男性Hb<120g/L，成年女性（非妊娠）Hb<110g/L，孕妇Hb<100g/L就有贫血,肾,脾虚,Ontological terms,"v1,v2",0
800,脐腹胀痛,Qi Fu Zhang Tong,,脾胃,肝气郁滞,Synonymous terms,"v1,v2",0
801,起坐不利,Qi Zuo Bu Li,,四肢,肝肾亏虚,Synonymous terms,"v1,v2",0
802,气闭昏厥,Qi Bi Hun Jue,,肺,气闭,Synonymous terms,"v1,v2",0
803,气喘,Qi Chuan,喘（asthma），为一种呼吸困难的症状。轻者活动时气促，重者在安静时亦感呼吸费力甚至不能平卧，也有部分患者气喘与活动无关，而与接触冷空气、过敏原等相关。气喘可由多种原因引起，需要及早明确病因并进行相应治疗，对症治疗是以药物治疗为主，可使用支气管扩张剂及止咳剂、化痰剂等药,肺,肾气虚,Ontological terms,"v1,v2",0
