TCM_symptom_id,TCM_symptom_name,Symptom_pinYin,Symptom_definition,Symptom_locus,Symptom_property,Type,Version,Suppress
547,咳呛阵作,Ke Qiang Zhen Zuo,,肺,气逆,Synonymous terms,"v1,v2",0
548,咳甚而喘,Ke Shen Er Chuan,,肺,气逆,Synonymous terms,"v1,v2",0
549,咳嗽,Ke Sou,咳嗽（cough）是一种呼吸道常见症状，由于气管、支气管黏膜或胸膜受炎症、异物、物理或化学性刺激引起，表现先是声门关闭、呼吸肌收缩、肺内压升高，然后声门张开，肺内空气喷射而出，通常伴随声音。咳嗽具有清除呼吸道异物和分泌物的保护性作用。但如果咳嗽不停，由急性转为慢性，常给患者带来很大的痛苦，如胸闷、咽痒、喘气等。咳嗽可伴随咳痰,肺,气逆,Ontological terms,"v1,v2",0
550,咳嗽频作,Ke Sou Pin Zuo,,肺,伏痰,Synonymous terms,"v1,v2",0
551,咳嗽日久,Ke Sou Ri Jiu,,肺,气虚,Synonymous terms,"v1,v2",0
552,咳嗽痰多,Ke Sou Tan Duo,是呼吸道疾病的常见症状。痰是呼吸道分泌出的黏液，通过咳嗽把痰排出，可保持呼吸道自洁和通畅；若不排出，不仅疾病难愈，而且容易堵住呼吸道，造成呼吸不畅，严重者引起呼吸困难，危及生命,肺,痰湿,Ontological terms,"v1,v2",0
553,咳嗽痰盛,Ke Sou Tan Sheng,,肺,痰湿,Synonymous terms,"v1,v2",0
554,咳嗽有痰,Ke Sou You Tan,,肺,痰饮,Synonymous terms,"v1,v2",0
555,咳嗽阵作,Ke Sou Zhen Zuo,,肺,风痰,Synonymous terms,"v1,v2",0
556,咳痰不爽,Ke Tan Bu Shuang,,肺,燥痰,Ontological terms,"v1,v2",0
557,咳痰不已,Ke Tan Bu Yi,,肺,风痰,Synonymous terms,"v1,v2",0
558,咳痰带血,Ke Tan Dai Xie,,肺,痰火,Ontological terms,"v1,v2",0
559,咳痰色白,Ke Tan Se Bai,,肺,脾虚湿盛,Synonymous terms,"v1,v2",0
560,咳吐不爽,Ke Tu Bu Shuang,,肺,燥痰,Synonymous terms,"v1,v2",0
561,咳血,Ke Xie,咯血是指喉部以下的呼吸器官（即气管、支气管或肺组织）出血，并经咳嗽动作从口腔排出的过程。咯血不仅可由呼吸系统疾病引起，也可由循环系统疾病、外伤以及其他系统疾病或全身性因素引起。应与口腔、咽、鼻出血以及呕血相鉴别,肺,血瘀,Ontological terms,"v1,v2",0
562,渴,Ke,与渴有关的国家基本药物零售指导价格信息,肾,火热,Synonymous terms,"v1,v2",0
563,渴不思饮,Ke Bu Si Yin,,肾,痰饮,Synonymous terms,"v1,v2",0
564,渴不欲饮,Ke Bu Yu Yin,口虽渴但不想饮水或饮水后不适,肾,痰饮,Synonymous terms,"v1,v2",0
565,口鼻生疮,Kou Bi Sheng Chuang,人上火之后临床症状表现为：目赤肿痛，口鼻生疮，咽喉肿痛，急性胃肠炎，痢疾等，容易在体内积累毒素，服用抗菌药后症状减轻，但副作用较大，且易复发,肝脾,湿热,Synonymous terms,"v1,v2",0
566,口臭,Kou Chou,口气是指从口腔或其他充满空气的空腔中如鼻、鼻窦、咽，所散发出的臭气，它严重影响人们的社会交往和心理健康，WHO已将口臭作为一种疾病来进行报道。调查显示，中国口臭患病率为27.5%。而在西方国家，则为50%。全球约有10%~65%的人曾患有口臭,肝脾,胃火,Ontological terms,"v1,v2",0
567,口疮,Kou Chuang,是口腔黏膜疾病中发病率最高的一种疾病，普通感冒、消化不良、精神紧张、郁闷不乐等情况均能偶然引起该病的发生，好发于唇、颊、舌缘等，在黏膜的任何部位均能出现，但在角化完全的附着龈和硬腭则少见。发病年龄一般在10～30岁之间，女性较多，一年四季均能发生。复发性阿弗他溃疡有自限性，能在10天左右自愈。该病具有周期性、复发性及自限性等特点,肝脾,胃火,Ontological terms,"v1,v2",0
568,口疮肿痛,Kou Chuang Zhong Tong,,肝脾,胃火,Synonymous terms,"v1,v2",0
569,口唇青紫,Kou Chun Qing Zi,指口唇失其红润光泽，而呈现青紫、淡紫或黯紫,肝脾,肝风,Synonymous terms,"v1,v2",0
570,口唇紫绀,Kou Chun Zi Gan,,肝脾,瘀血,Synonymous terms,"v1,v2",0
571,口淡乏味,Kou Dan Fa Wei,,肝脾,脾虚,Synonymous terms,"v1,v2",0
572,口多唾涎,Kou Duo Tuo Xian,,肝脾,脾虚,Ontological terms,"v1,v2",0
573,口干,Kou Gan,口干症在临床上并不少见，尤其是老年人发病率更高。由于唾液分泌减少，患者感到口腔干燥，有异物感、烧灼感，在咀嚼食物，特别是较干燥的食物时，不能形成食团而影响吞咽。唾液分泌量少，对牙齿和口腔粘膜的冲刷作用也小，使口腔自洁作用变差。因而，口干症患者的患龋率较高。多数口干症患者的味觉也受到影响，不能有效地刺激食欲，而且会影响整个消化系统的功能。,肝脾,津亏,Ontological terms,"v1,v2",0
574,口角流诞,Kou Jiao Liu Dan,,肝脾,脾虚,Synonymous terms,"v1,v2",0
575,口角流涎,Kou Jiao Liu Xian,口角流涎，证名。口角自流清涎。,肝脾,脾虚,Synonymous terms,"v1,v2",0
576,口噤,Kou Jin,指牙关紧闭，口不能开的症状,肝脾,肝风,Ontological terms,"v1,v2",0
577,口渴,Kou Ke,口渴（thirsty） 口干想喝水。口渴的原因很多，如果说中枢系统出了问题，老会觉得渴，实际上不缺水，也没有出现口干的现象，但是中枢神经反应出来就是口渴要喝水。还有是免疫性的疾病，叫干燥综合症，不仅只是口渴，还包括各种粘膜的干燥，比如说眼睑结膜的干燥，到医院去检查。不要只做糖尿病的检查，尿崩症也会有异常口渴的状况。,肝脾,火热,Ontological terms,"v1,v2",0
578,口渴不欲饮,Kou Ke Bu Yu Yin,口虽渴但不想饮水或饮水后胃中不适，多为饮停于胃证,肝脾,痰饮,Synonymous terms,"v1,v2",0
579,口渴喜饮,Kou Ke Xi Yin,烦渴多饮是由于抗利尿激素(即精氨酸加压素，简称AVP)缺乏、肾小管重吸收水的功能障碍，从而引起以多尿、烦渴、多饮是由于下丘脑―神经垂体部位的病变所致，但部分病例无明显病因，但以青年为多见。,肝脾,火热,Synonymous terms,"v1,v2",0
580,口苦,Kou Ku,口苦，证名。口内有苦味，多由热蒸胆汁或胃热熏蒸、上溢所致。《灵枢·邪气脏府病形》：“胆病者，善太息，口苦。”《素问·痿论》：“肝气热，则胆泄，口苦。”口苦为伤寒少阳病主证之一。《伤寒论·辨少阳病脉证并治》：“少阳之为病，口苦咽干目眩也。”治宜和解，方用小柴胡汤加减。杂病亦多见此症。《景岳全书·杂证谟》谓凡思虑劳倦色欲过度者，多有口苦舌燥，饮食无味之证。其病在心脾肝肾，心脾虚则肝胆邪溢为苦。,肝脾,胆热,Ontological terms,"v1,v2",0
581,口糜烂,Kou Mi Lan,,肝脾,脾热,Synonymous terms,"v1,v2",0
582,口黏,Kou Nian,,肝脾,湿热,Synonymous terms,"v1,v2",0
583,口腔溃疡,Kou Qiang Kui Yang,口腔溃疡俗称“口疮”，是一种常见的发生于口腔黏膜的溃疡性损伤病症，多见于唇内侧、舌头、舌腹、颊黏膜、前庭沟、软腭等部位，这些部位的黏膜缺乏角质化层或角化较差。舌头溃疡指发生于舌头、舌腹部位的口腔溃疡。口腔溃疡发作时疼痛剧烈，局部灼痛明显，严重者还会影响饮食、说话，对日常生活造成极大不便；可并发口臭、慢性咽炎、便秘、头痛、头晕、恶心、乏力、烦躁、发热、淋巴结肿大等全身症状,肝脾,湿热,Synonymous terms,"v1,v2",0
584,口腔溃疡久不收敛,Kou Qiang Kui Yang Jiu Bu Shou Lian,,肝脾,气虚,Synonymous terms,"v1,v2",0
585,口腔炎症,Kou Qiang Yan Zheng,口腔炎症是指口颊，舌边，上腭，齿龈等处发生溃疡，周围红肿作痛，溃面有糜烂的现象。中医认为由脾胃积热，心火上炎，虚火上浮而致,肝脾,湿热,Synonymous terms,"v1,v2",0
586,口舌干燥,Kou She Gan Zao,,肝脾,燥热,Synonymous terms,"v1,v2",0
587,口舌生疮,Kou She Sheng Chuang,口舌生疮或溃烂、出现局部疼痛的口腔病。部分患者常反复发作，甚至溃疡久不愈合。多由心脾积热，外感热邪，或脾胃湿热，阴虚阳亢所致。古代文献中，又称此病为口破、口疳、口疡，发生在舌的称舌疡。可见于现代医学的口腔溃疡。疮疡皆属于火，但有实火与虚火的区别，如因烟酒不节，或多食肥甘厚味，留滞生热，或外感风热、湿热之邪，入里化火，或情志郁结，久而化火，多属实火；素体阴虚，热病伤阴，或睡眠不足，长期疲劳而致人身体衰弱,肝脾,火热,Ontological terms,"v1,v2",0
588,口舌歪斜,Kou She Wai Xie,,肝脾,风痰,Synonymous terms,"v1,v2",0
589,口舌肿痛,Kou She Zhong Tong,,肝脾,火热,,v1,1
590,口生疮,Kou Sheng Chuang,,肝脾,火热,Ontological terms,"v1,v2",0
591,口吐涎沫,Kou Tu Xian Mo,,肝脾,胃寒,Synonymous terms,"v1,v2",0
592,口喎,Kou Wai,,肝脾,经络不通,Synonymous terms,"v1,v2",0
593,口眼涡斜,Kou Yan Wo Xie,,肝脾,经络不通,Synonymous terms,"v1,v2",0
594,口喁,Kou Yong,,肝脾,经络不通,Synonymous terms,"v1,v2",0
595,口燥,Kou Zao,,肝脾,火热,Ontological terms,"v1,v2",0
596,口中甜腻,Kou Zhong Tian Ni,,肝脾,湿热,Ontological terms,"v1,v2",0
597,狂躁,Kuang Zao,是以情感的病理性高涨为特征的一种精神疾病，常常表现为自我评价过高，高傲自大，目空一切，自命不凡，盛气凌人，不可一世,心,火热,Synonymous terms,"v1,v2",0
598,溃疡不敛,Kui Yang Bu Lian,,脾,气虚,Ontological terms,"v1,v2",0
599,剌痛,La Tong,,,血瘀,Ontological terms,"v1,v2",0
600,懒言,Lan Yan,,心,气虚,Synonymous terms,"v1,v2",0
601,劳伤,Lao Shang,指因过度劳累而引起的内伤。包括劳力过度、劳神过度和房劳过度三个方面,,气虚,,v1,1
602,劳嗽,Lao Sou,久嗽成劳或劳极伤肺所致的咳嗽,肺,气虚,Ontological terms,"v1,v2",0
603,劳嗽咯血,Lao Sou Ge Xie,,肺,气虚,Ontological terms,"v1,v2",0
604,痨嗽,Lao Sou,痨病而咳嗽,肺,气虚,Ontological terms,"v1,v2",0
605,老年轻度认知障碍,Lao Nian Qing Du Ren Zhi Zhang Ai,,脑,肾虚,Synonymous terms,"v1,v2",0
606,老年腰膝酸软,Lao Nian Yao Xi Suan Ruan,,四肢,肾虚,Synonymous terms,"v1,v2",0
607,羸瘦,Lei Shou,瘦弱,脾胃,气虚,Ontological terms,"v1,v2",0
608,肋间神经痛,Lei Jian Shen Jing Tong,肋间神经痛是患者的主观症状。肋间神经由胸脊髓向两侧发出经肋间到胸前壁，支配相应胸椎旁背部和胸壁的肌肉的分支及沿肋间走行的感觉分支。因此肋间神经痛是从胸背部沿肋间向斜向前下至胸腹前壁中线带状区疼痛,,经络不通,Synonymous terms,"v1,v2",0
609,冷喘,Leng Chuan,冷喘，病证名。阳气虚衰、内寒偏盛所致的气喘。《古今医鉴》卷四：“冷喘则遇寒而发。”可用止喘丸等方。参见寒喘等条。,肺,肺阳虚,,v1,1
610,冷汗自出,Leng Han Zi Chu,,脾,阳虚,Synonymous terms,"v1,v2",0
611,冷痛,Leng Tong,是指疼痛有冷感而喜暖。常见于腰脊、脘腹及四肢关节等处。因寒邪阻络所致，则属于实证；阳气不足，脏腑、肢体失于温煦而致者，则属于虚证,肾,阳虚,Ontological terms,"v1,v2",0
612,冷哮,Leng Xiao,感受寒邪，引动伏痰，痰气相搏，以初起恶寒，发热，头痛，无汗，咳嗽，呼吸紧迫感，喉痒，鼻痒或身痒，鼻流清涕如水样; 继则喘促加剧，喉中痰鸣如水鸡声，咳吐清稀，不得平卧，胸膈满闷如窒，面色苍白或青灰，背冷，口不渴，或渴喜热饮，舌淡，苔白滑，脉浮紧为常见症的哮病证候,肺,肺阳虚,,v1,1
613,冷泻,Leng Xie,冷泻，病证名。外受风寒或内伤生冷所致的暴泻。《医学传灯》：“冷泻者，鼻吸风寒之气，口食生冷之物，皆能作泻，此暴病也。”治宜温中止泻，用香砂理中汤。参见寒泄、寒泻条。,大肠,脾阳虚,,v1,1
614,里急后重,Li Ji Hou Zhong,里急后重（tenesmus）为临床常见症状之一，表现为下腹部不适，很想解大便，然而又无法一泄为快。“里急”即形容大便在腹内急迫，窘迫急痛，欲解下为爽；“后重”形容大便至肛门，有重滞欲下不下之感；肛门、直肠及髓尾部坠胀，总有“排便不尽感”,大肠,湿热,Ontological terms,"v1,v2",0
615,痢疾,Li Ji,是以痢下赤白脓血，腹痛，里急后重为临床特征。主要病因是外感时邪疫毒，内伤饮食不洁。病位在肠，与脾胃有密切关系。病机为湿热、疫毒、寒湿结于肠腑，气血壅滞，脂膜血络受损，化为脓血，大肠传导失司，发为痢疾。暴痢多实证，久痢多虚证。痢疾的治疗，以初痢宜通，久痢宜涩，热痢宜清，寒痢宜温，寒热虚实夹杂者宜通涩兼施、温清并用。对具传染性的细菌性痢疾和阿米巴痢疾，应重在预防，控制传染,大肠,湿热,Ontological terms,"v1,v2",0
616,臁疮糜烂,Lian Chuang Mi Lan,,皮肤,湿热,Ontological terms,"v1,v2",0
617,两腮痛,Liang Sai Tong,,,火热,Synonymous terms,"v1,v2",0
618,两腮肿,Liang Sai Zhong,,,火热,Synonymous terms,"v1,v2",0
619,两腮肿痛,Liang Sai Zhong Tong,,,火热,Synonymous terms,"v1,v2",0
620,两胁疼痛,Liang Xie Teng Tong,,,少阳证,Synonymous terms,"v1,v2",0
621,两胁胀痛,Liang Xie Zhang Tong,,,气郁,Synonymous terms,"v1,v2",0
622,两眼刺痛,Liang Yan Ci Tong,眼睛刺痛的原因很多，角膜疾病可以引起，正常的眼球表面覆盖着一层泪膜，它是维持眼表健康、舒适的基础。白领由于长时间盯着电脑，注意力高度集中，眼睑睁开得较大，泪液蒸发比平时增加，而同时眨眼次数大大减少，造成眼球表面泪液滋润不足，加上荧屏光线的辐射，因此容易出现眼睛干涩、刺痛。,,血瘀,Synonymous terms,"v1,v2",0
623,淋沥疼痛,Lin Li Teng Tong,,,湿热,Synonymous terms,"v1,v2",0
624,淋证,Lin Zheng,以小便频数、淋沥涩痛、小腹拘急引痛为主症的疾病。根据病因和症状特点不同，可分为热淋、血淋、石淋、气淋、膏淋、劳淋六证。基本病机为湿热蕴结下焦，肾与膀胱气化不利。病理因素为湿热。病位在肾与膀胱。辨证时首辨淋证类别，再审证候虚实，三别标本缓急,,湿热,Ontological terms,"v1,v2",0
625,淋证涩痛,Lin Zheng Se Tong,,,湿热,Ontological terms,"v1,v2",0
626,淋症,Lin Zheng,尿频、尿急、排尿障碍或涩痛、淋沥不断的症候统称“淋症”。分为“石淋”，“气淋”，“膏淋”，“劳淋”，“血淋”等五种类型,,湿热,Synonymous terms,"v1,v2",0
627,淋浊,Lin Zhuo,"淋者小便短数,淋沥不通之谓也,单病此者,自有诸书可考,血家病此,特其兼见者耳,然二便为消息之门户,若一闭塞,则上中焦不得消息,故伤寒论,有言急下者,有言当利其小便者,有言有小便则生,无小便死者,无一不吃紧於此,此水病也,水与血相为倚伏,吾己言之屡屡,单病血,不病水者易愈,以水调,则其血虽病,犹有水以濡之也,若病血,而又累及於水,则上而喘欬,外而肿热,下而淋浊,均不能免,水病则无以濡血,而血证亦因以难愈矣,吾於尿血肿欬诸条,己详言之,可以参看",,湿热,Ontological terms,"v1,v2",0
628,鳞屑多,Lin Xie Duo,,,热毒,Ontological terms,"v1,v2",0
629,流产后出血,Liu Chan Hou Chu Xie,,子宫,气虚,Synonymous terms,"v1,v2",0
630,流产后宫缩不良,Liu Chan Hou Gong Suo Bu Liang,,子宫,气虚,Synonymous terms,"v1,v2",0
631,流黄稠涕,Liu Huang Chou Ti,,鼻,湿热,Synonymous terms,"v1,v2",0
632,流黄涕,Liu Huang Ti,,鼻,湿热,Synonymous terms,"v1,v2",0
633,流黄浊涕,Liu Huang Zhuo Ti,,鼻,湿热‘,Synonymous terms,"v1,v2",0
634,流泪,Liu Lei,"流泪(lachrymation， dacryorrhea， tearing，epiphora), 眼科症状。主要与3种原因相关。第一种是角膜、虹膜、睫状体等组织病变或烟尘和化学物品等因素刺激所引起的泪液分泌过多。第二种是由于泪道系统阻塞，正常分泌的泪液不能顺利排入鼻腔，以致反流溢出。第三种是由于下睑外翻，泪小点不能紧靠在泪阜上，泪液不能由泪小管进入鼻腔，因而外溢",肝,肝虚,Ontological terms,"v1,v2",0
635,流脓,Liu Nong,损害破裂而排出脓性黄白色汁液坏死物,,湿热’,Ontological terms,"v1,v2",0
636,流脓涕,Liu Nong Ti,,,湿热‘,Synonymous terms,"v1,v2",0
637,流清涕,Liu Qing Ti,鼻子流涕是鼻病的常见症状，不同的鼻病，可以出现不同颜色、性状的鼻涕。如果留意观察，可以从五颜六色的鼻涕中，找到某些疾病的信号。,,风寒犯肺,Synonymous terms,"v1,v2",0
638,流涕,Liu Ti,"［shed tears］ 流泪。涕,古代一般指眼泪,用“泗”指鼻涕。如“涕泗交流”。后来“泪”代替了“涕”,“涕”代替了“泗”,“泗”一般不再使用。",鼻,肺气虚,Ontological terms,"v1,v2",0
639,流涕黏白,Liu Ti Nian Bai,,鼻,痰湿,Synonymous terms,"v1,v2",0
640,流注,Liu Zhu,流注是以发生在肌肉深部的转移性、多发性脓肿为表现的全身感染性疾病。其特点是漫肿疼痛，皮色正常，好发于四肢、躯干肌肉丰厚之深处，并有此处未愈他处又起。相当于西医的脓血症、肌肉深部脓肿、髂窝部脓肿,鼻,痰湿,Ontological terms,"v1,v2",0
641,流浊涕,Liu Zhuo Ti,,鼻,痰湿,Synonymous terms,"v1,v2",0
642,瘰疬,Luo Li,瘰疬又称老鼠疮，生于颈部的一种感染性外科疾病。在颈部皮肉间可扪及大小不等的核块，互相串连，其中小者称瘰，大者称疬，统称瘰疬，俗称疬子颈。多见于青少年及原有结核病者，好发于颈部、耳后，也有的缠绕颈项，延及锁骨上窝、胸部和腋下。相当于现代医学的淋巴结核，多是由于结核杆菌侵入颈部所引起的特异性感染，严重时可溃破流脓。该病早期并无明显症状，病情发展后可有全身症状如疲乏、食欲不振、消瘦、低热等，还有病变器官的局部症状,鼻,痰湿,Ontological terms,"v1,v2",0
