Formula_id,Formula_pinyin_name,Formula_cn_name,Formula_alias_name,Formula_en_name,Dosage_form,Administration,Type,Category,Herbs_in_Chinese,Herbs_in_pinyin,Syndromes_in_Chinese,Syndromes_in_English,Indications_in_Chinese,Indications_in_English,Source,CPMCP_CMP_id,CPMCP_CPM_id,ITCM_id,ETCM_id
HBFO000452,Shen Qi Bo Li Kang Pian,参芪博力康片,NA,Shen Qi Bo Li Kang Tablet,片剂 (Tablet),Oral,补益药,Chinese patent medicines,"五味子, 人参, 何首乌, 天花粉, 当归, 淫羊藿, 灵芝, 知母, 菟丝子, 麦冬, 黄柏, 黄精, 黄芪","Wu Wei Zi, Ren Shen, He Shou Wu, Tian Hua Fen, Dang Gui, Yin Yang Huo, Ling Zhi, Zhi Mu, Tu Si Zi, Mai Dong, Huang Bai, Huang Jing, Huang Qi",气血两虚证; 肾阴阳两虚证; 肾阴虚证; 肾阳虚证,Syndrome of deficiency of both essence and blood; Syndrome of yang deficiency of kidney; Syndrome of yin deficiency of kidney; Syndrome of yin deficiency of kidney; Syndrome of deficiency in both kidney yin and yang,"心悸, 不寐, 遗精, 盗汗","Inability to sleep, Nightsweat, Palpitations, Seminal emission",ETCM,NA,NA,295,295
HBFO000453,Shen Qi Er Xian Pian,参芪二仙片,NA,Shen Qi Er Xian Tablet,片剂 (Tablet),Oral,补益药,Chinese patent medicines,"仙茅, 巴戟天, 当归, 淫羊藿, 知母, 红参, 黄柏, 黄芪","Xian Mao, Ba Ji Tian, Dang Gui, Yin Yang Huo, Zhi Mu, Hong Can, Huang Bai, Huang Qi",肾精亏虚证; 肾气虚证,Syndrome of deficiency of kidney essence; Syndrome of kidney qi deficiency,"阳痿, 早泄, 遗精, 绝经前后诸症","Menopausal disorders, Impotence, Seminal emission, Premature ejaculation",ETCM,NA,NA,296,296
HBFO000454,Shen Qi Gao,参芪膏,NA,Shen Qi Electuary,煎膏剂 (Electuary),Oral,补益药,Chinese patent medicines,"党参, 黄芪","Dang Shen, Huang Qi",脾肺气虚证,Syndrome of deficiency of spleen and lung qi,"喘病, 解㑊 ",Dyspnea,ETCM,NA,NA,297,297
HBFO000455,Shen Qi Ge Jie Bu Jiang,参芪蛤蚧补浆,NA,Shen Qi Ge Jie Bu Jiang,糖浆剂 (Syrup),Oral,收涩药,Chinese patent medicines,"党参, 蛤蚧, 黄芪","Dang Shen, Ge Jie, Huang Qi",肾不纳气证,Syndrome of kidney failing to receive qi,"虚劳, 咳嗽, 喘病, 消渴, 阳痿","Dyspnea, Cough, Wasting-thirst, Consumptive disease, Impotence",ETCM,NA,NA,298,298
HBFO000456,Bo Gu Feng Shi Jiu,驳骨风湿酒,NA,Bo Gu Feng Shi Medicine Wine,药酒 (Medicinal Liquor),Oral,NA,Chinese patent medicines,"大驳骨, 飞龙掌血, 自然铜, 三七, 乳香, 没药, 牛膝, 大黄, 天南星, 草乌, 川乌, 樟脑, 陈皮","Da Bo Gu, Fei Long Zhang Xue, Zi Ran Tong, San Qi, Ru Xiang, Mo Yao, Niu Xi, Dai Huang, Tian Nan Xing, Cao Wu, Chuan Wu, Zhang Nao, Chen Pi",活血祛瘀，消肿止痛,"Invigorate blood circulation, remove stasis, reduce swelling and relieve pain",急性扭挫伤,Acute sprain,ITCM,NA,78,50975,NA
HBFO000457,Shen Qi Jian Wei Chong Ji,参芪健胃冲剂,胃炎灵冲剂,Shen Qi Jian Wei Granule,颗粒剂 (Granule),Oral,NA,Chinese patent medicines,"党参, 山楂, 当归, 桂枝, 海螵蛸, 甘草, 白术, 白芍, 紫苏梗, 茯苓, 蒲公英, 陈皮, 青木香, 黄芪","Dang Shen, Shan Zha, Dang Gui, Gui Zhi, Hai Piao Shao, Gan Cao, Bai Zhu, Bai Shao, Zi Su Geng, Fu Ling, Pu Gong Ying, Chen Pi, Qing Mu Xiang, Huang Qi",脾胃阳虚证,Syndrome of yang deficiency in spleen and stomach,"胃脘痛, 腹胀, 痞满","Abdominal distension, Stuffiness and fullness, Stomachache",ETCM,NA,NA,NA,NA
HBFO000458,Bo Luo Hui Zhong Yang Ding,博落回肿痒酊,NA,Bo Luo Hui Zhong Yang Tincture,酊剂 (Tincture),Oral,NA,Chinese patent medicines,"博落回, 蔊菜, 重楼, 地榆, 山梨酸钾","Bo Luo Hui, Han Cai, Zhong Lou, Di Yu, Shan Li Suan Jia",凉血解毒，祛风止痒,"To cool blood and detoxify, expel wind and relieve itching",血热风燥，皮肤瘙痒及蚊虫叮咬,"Blood heat and wind dryness, skin itching and mosquito bites",ITCM,NA,79,51041,NA
HBFO000459,Bo Xing Kang Yao Mo,博性康药膜,NA,Bo Xing Kang Yao Mo,膜剂 (Film),External Use,NA,Chinese patent medicines,"苦参, 西南黄芩, 天花粉, 蛇床子, 杨柳枝, 钝叶酸模, 委陵菜, 黄栀子, 茵陈, 蒲公英, 聚乙烯醇, 聚山梨酯, 山梨醇, 甘油, 对羟基苯甲酸乙酯","Ku Shen, Xi Nan Huang Qin, Tian Hua Fen, She Chuang Zi, Yang Liu Zhi, Tu Dai Huang, Wei Ling Cai, Huang Zhi Zi, Yin Chen, Pu Gong Ying, Ju Yi Xi Chun, Ju Shan Li Zhi, Shan Li Chun, Gan You, Dui Qiang Ji Ben Jia Suan Yi Zhi",清热解毒、燥湿杀虫、祛风止痒,"Clear heat and detoxify, dry dampness and kill insects, dispel wind and relieve itching",带下病（滴虫性阴道炎、霉菌性阴道炎、急、慢性宫颈炎）,"Sickness (trichomoniasis vaginitis, fungal vaginitis, acute and chronic cervicitis)",ITCM,NA,80,52239,NA
HBFO000460,Shen Qi Ke Li,参芪颗粒,NA,Shen Qi Granule,颗粒剂 (Granule),Oral,NA,Chinese patent medicines,"党参, 黄芪, 蔗糖, 糊精","Dang Shen, Huang Qi, Zhe Tang, Hu Jing",补益中气,Tonic,气虚体弱，四肢无力,"Weakness of Qi, weakness of limbs",ITCM,NA,110,53672,NA
HBFO000461,Shenqi Koufuye,参芪口服液,NA,Shen Qi Oral Liquid; Shenqi Oral Liquid,合剂 (Mixture),Oral,NA,Chinese patent medicines,"党参, 黄芪","Dang Shen, Huang Qi",补气扶正,NA,用于体弱气虚，四肢无力,Used for weakness of qi and weakness of limbs,Chinese Pharmacopoeia 2020 edition,NA,NA,53567,NA
HBFO000462,Shen Qi Pian,参芪片,NA,Shen Qi Tablet,片剂 (Tablet),Oral,补益药,Chinese patent medicines,"党参, 黄芪","Dang Shen, Huang Qi",气虚证,Syndrome of qi deficiency,解㑊 ,Depression,ETCM,NA,NA,300,300
HBFO000463,Bu Fei Tang,补肺汤,NA,Bu Fei Decotion,汤剂 (Decoction),Oral,补益方,Ancient TCM prescriptions,"人参, 黄芪, 熟地黄, 五味子, 紫菀, 桑白皮","Ren Shen, Huang Qi, Shu Di Huang, Wu Wei Zi, Zi Wan, Sang Bai Pi",补气,Fill gas,补益肺气,Beneficial stomach gas,CPMCP,36,NA,NA,NA
HBFO000464,Shenqi Shiyiwei Ke Li,参芪十一味颗粒,NA,Shenqi Shiyiwei Granule; Shen Qi Shi Yi Wei Granule,颗粒剂 (Granule),Oral,NA,Chinese patent medicines,"人参（去芦）, 黄芪, 当归, 天麻, 熟地黄, 泽泻, 决明子, 鹿角, 菟丝子, 细辛, 枸杞子","Ren Shen （ Qu Lu ）, Huang Qi, Dang Gui, Tian Ma, Shu Di Huang, Ze Xie, Jue Ming Zi, Lu Jiao, Tu Si Zi, Xi Xin, Gou Qi Zi",补脾益气,NA,用于脾气虚所致的体弱、四肢无力,Used for weakness and weakness of limbs caused by spleen-qi deficiency,Chinese Pharmacopoeia 2020 edition,NA,NA,53563,NA
HBFO000465,Shen Qi Shou Wu Bu Zhi,参芪首乌补汁,NA,Shen Qi Shou Wu Bu Zhi,糖浆剂 (Syrup),Oral,补益药,Chinese patent medicines,"党参, 何首乌, 黄精, 黄芪","Dang Shen, He Shou Wu, Huang Jing, Huang Qi",气血两虚证; 肝肾亏虚证,Syndrome of deficiency in liver and kidney; Syndrome of deficiency of both essence and blood,"虚劳, 血风劳","Consumptive disease, Blood-wind fatigue ",ETCM,NA,NA,301,301
HBFO000466,Shen Qi Tang Jiang,参芪糖浆,NA,Shen Qi Syrup,糖浆剂 (Syrup),Oral,补益药,Chinese patent medicines,"党参, 黄芪","Dang Shen, Huang Qi",气虚证,Syndrome of qi deficiency,解㑊  ,Depression,ETCM,NA,NA,302,302
HBFO000467,Shen Qi Wan,参芪丸,NA,Shen Qi Pill,丸剂 (Pill),Oral,补益药,Chinese patent medicines,"党参, 黄芪","Dang Shen, Huang Qi",气虚证,Syndrome of qi deficiency,"虚劳, 解㑊",Consumptive disease,ETCM,NA,NA,303,303
HBFO000468,Bu Gan San,补肝散,NA,Bu Gan Powder,散剂 (Powder),Oral,和解方,Ancient TCM prescriptions,"人参, 茯苓, 五味子, 川芎, 藁本, 细辛, 茺蔚子","Ren Shen, Fu Ling, Wu Wei Zi, Chuan Qiong, Gao Ben, Xi Xin, Chong Wei Zi",调和肝脾,Reconcile the liver and spleen,补肝肾，益气血,"Tonify liver and kidney, nourish qi and blood",CPMCP,37,NA,NA,NA
HBFO000469,Shen Qi Wu Ji Yang Xue Gao,参芪乌鸡养血膏,NA,Shen Spray Yang Xue Electuary,煎膏剂 (Electuary),Oral,补益药,Chinese patent medicines,"乌鸡, 人参, 刺五加, 大枣, 当归, 黄芪","Wu Ji, Ren Shen, Ci Wu Jia, Da Zao, Dang Gui, Huang Qi",气血两虚证,Syndrome of deficiency of both essence and blood,虚劳,Consumptive disease,ETCM,NA,NA,304,304
HBFO000470,Shenqi Wuweizi Jiaonang,参芪五味子胶囊,NA,Shen Qi Wu Wei Zi Capsule; Shenqi Wuweizi Capsule,胶囊剂 (Capsule),Oral,NA,Chinese patent medicines,"南五味子, 党参, 黄芪, 炒酸枣仁","Nan Wu Wei Zi, Dang Shen, Huang Qi, Chao Suan Zao Ren",健脾益气，宁心安神,NA,用于气血不足、心脾两虚所致的失眠、多梦、健忘、乏力、心悸、气短、自汗,"Used for insomnia, dreaminess, forgetfulness, fatigue, palpitations, shortness of breath, spontaneous sweating caused by insufficient blood and heart and spleen",Chinese Pharmacopoeia 2020 edition,NA,NA,53088,NA
HBFO000471,Shen Qi Wu Wei Zi Pian,参芪五味子片,NA,Shen Qi Wu Wei Zi Tablet; Shenqi Wuweizi Tablet,片剂 (Tablet),Oral,安神药,Chinese patent medicines,"五味子, 党参, 酸枣仁, 黄芪","Wu Wei Zi, Dang Shen, Suan Zao Ren, Huang Qi",心气虚证; 卫气亏虚证,Syndrome of deficiency of weifen and qifen; Syndrome of heart qi deficiency,"不寐, 心悸, 多梦, 健忘","Inability to sleep, Profuse dreaming, Forgetfulness, Palpitations",Chinese Pharmacopoeia 2020 edition,NA,NA,305,305
HBFO000472,Shen Qi Wu Wei Zi Tang Jiang,参芪五味子糖浆,NA,Shen Qi Wu Wei Zi Syrup,糖浆剂 (Syrup),Oral,安神药,Chinese patent medicines,"五味子, 党参, 酸枣仁, 黄芪","Wu Wei Zi, Dang Shen, Suan Zao Ren, Huang Qi",心气虚证; 心神不宁证,Syndrome of heart qi deficiency; Syndrome of disturbing heart-spirit; Syndrome of disturbing heart-spirit,"健忘, 不寐","Inability to sleep, Forgetfulness",ETCM,NA,NA,306,306
HBFO000473,Shen Qi Xiao Ke Ke Li,参芪消渴颗粒,NA,Shen Qi Xiao Ke Granule,颗粒剂 (Granule),Oral,补益药,Chinese patent medicines,"五味子, 人参, 僵蚕, 山药, 泽泻, 熟地黄, 牛膝, 牛蒡子, 玉竹, 白术, 茯苓, 麦冬, 黄芪","Wu Wei Zi, Ren Shen, Jiang Can, Shan Yao, Ze Xie, Shu Di Huang, Niu Xi, Niu Bang Zi, Yu Zhu, Bai Zhu, Fu Ling, Mai Dong, Huang Qi",气阴两虚证,Syndrome of deficiency of both qi and yin,消渴,Wasting-thirst,ETCM,NA,NA,307,307
HBFO000474,Shen Qi Jiu,参杞酒,NA,Shen Qi Medicated Wine,药酒 (Medicinal Liquor),Oral,补益药,Chinese patent medicines,"党参, 枸杞子","Dang Shen, Gou Qi Zi",气阴两虚证,Syndrome of deficiency of both qi and yin,解㑊  ,Depression,ETCM,NA,NA,308,308
HBFO000475,Shen Qi Pian,参杞片,NA,Shen Qi Tablet,片剂 (Tablet),Oral,补益药,Chinese patent medicines,"党参, 枸杞子","Dang Shen, Gou Qi Zi",气血两虚证,Syndrome of deficiency of both essence and blood,虚劳,Consumptive disease,ETCM,NA,NA,309,309
HBFO000476,Shen Rong E Jiao,参茸阿胶,NA,Shen Rong Gelatin,胶剂 (Gelatin),Oral,补益药,Chinese patent medicines,"人参, 党参, 地黄, 川芎, 当归, 木香, 清半夏, 熟地黄, 牡丹皮, 玉竹, 甘草, 白术, 白芍, 白芷, 砂仁, 红花, 肉桂, 茯苓, 阿胶, 陈皮, 香附, 鹿茸, 麦冬","Ren Shen, Dang Shen, Di Huang, Chuan Qiong, Dang Gui, Mu Xiang, Qing Ban Xia, Shu Di Huang, Mu Dan Pi, Yu Zhu, Gan Cao, Bai Zhu, Bai Shao, Bai Zhi, Sha Ren, Hong Hua, Rou Gui, Fu Ling, E Jiao, Chen Pi, Xiang Fu, Lu Rong, Mai Dong",血虚证; 胞宫湿热证,Syndrome of dampness-heat in uterus; Syndrome of blood deficiency,"眩晕, 月经失调","Dizziness, Menstrual irregularities",ETCM,NA,NA,310,310
HBFO000477,Shen Rong An Shen Pian,参茸安神片,NA,Shen Rong An Shen Tablet,片剂 (Tablet),Oral,补益药,Chinese patent medicines,"丹参, 五味子, 人参, 地黄, 山药, 柏子仁, 桔梗, 玄参, 玉竹, 琥珀, 白术, 石菖蒲, 肉苁蓉, 芡实, 菟丝子, 远志, 酸枣仁, 鹿茸","Dan Shen, Wu Wei Zi, Ren Shen, Di Huang, Shan Yao, Bai Zi Ren, Jie Geng, Xuan Can, Yu Zhu, Hu Po, Bai Zhu, Shi Chang Pu, Rou Cong Rong, Qian Shi, Tu Si Zi, Yuan Zhi, Suan Zao Ren, Lu Rong",肝肾亏虚证,Syndrome of deficiency in liver and kidney,"健忘, 心悸, 不寐","Inability to sleep, Forgetfulness, Palpitations",ETCM,NA,NA,311,311
HBFO000478,Shen Rong An Shen Wan,参茸安神丸,NA,Shen Rong An Shen Pill,丸剂 (Pill),Oral,安神药,Chinese patent medicines,"丹参, 五味子, 地黄, 山药, 柏子仁, 桔梗, 玄参, 玉竹, 琥珀, 白术, 石菖蒲, 红参, 肉苁蓉, 芡实, 菟丝子, 远志, 酸枣仁, 鹿茸","Dan Shen, Wu Wei Zi, Di Huang, Shan Yao, Bai Zi Ren, Jie Geng, Xuan Can, Yu Zhu, Hu Po, Bai Zhu, Shi Chang Pu, Hong Can, Rou Cong Rong, Qian Shi, Tu Si Zi, Yuan Zhi, Suan Zao Ren, Lu Rong",心气阴两虚证; 气阴两虚证; 心血瘀阻证,Syndrome of deficiency of both qi and yin; Syndrome of deficiency of both heart qi and yin; Syndrome of heart blood stasis and obstruction,"虚劳, 心悸, 不寐, 健忘","Inability to sleep, Forgetfulness, Palpitations, Consumptive disease",ETCM,NA,NA,312,312
HBFO000479,Shen Rong Bai Feng Wan,参茸白凤丸,NA,Shenrong Baifeng Pill; Shen Rong Bai Feng Pill,丸剂 (Pill),Oral,补益药,Chinese patent medicines,"人参, 党参, 川芎, 延胡索, 当归, 桑寄生, 炙甘草, 熟地黄, 白术, 白芍, 益母草, 砂仁, 续断, 胡芦巴, 香附, 鹿茸, 黄芩, 黄芪","Ren Shen, Dang Shen, Chuan Qiong, Yan Hu Suo, Dang Gui, Sang Ji Sheng, Zhi Gan Cao, Shu Di Huang, Bai Zhu, Bai Shao, Yi Mu Cao, Sha Ren, Xu Duan, Hu Lu Ba, Xiang Fu, Lu Rong, Huang Qin, Huang Qi",气血两虚证,Syndrome of deficiency of both essence and blood,"月经失调, 痛经, 崩漏, 早产","Flooding and spotting, Dysmenorrhea, Menstrual irregularities, Preterm birth",Chinese Pharmacopoeia 2020 edition,NA,NA,313,313
HBFO000480,Bu Gan Tang,补肝汤,NA,Bu Gan Decotion,汤剂 (Decoction),Oral,补益方,Ancient TCM prescriptions,"当归, 白芍, 川芎, 熟地黄, 酸枣仁, 木瓜, 炙甘草","Dang Gui, Bai Shao, Chuan Qiong, Shu Di Huang, Suan Zao Ren, Mu Gua, Zhi Gan Cao",补阴,Complementary Yin,养血柔肝，滋养肝阴,"Nourish blood and soft liver, nourish liver Yin",CPMCP,38,NA,NA,NA
HBFO000481,Shen Rong Bao Tai Wan,参茸保胎丸,NA,Shen Rong Bao Tai Pill; Shenrong Baotai Pill,丸剂 (Pill),Oral,补益药,Chinese patent medicines,"党参, 化橘红, 山药, 川芎, 川贝母, 当归, 杜仲, 桑寄生, 炙甘草, 熟地黄, 白术, 白芍, 砂仁, 续断, 羌活, 艾叶, 茯苓, 菟丝子, 阿胶, 香附, 鹿茸, 黄芩, 龙眼肉","Dang Shen, Hua Ju Hong, Shan Yao, Chuan Qiong, Chuan Bei Mu, Dang Gui, Du Zhong, Sang Ji Sheng, Zhi Gan Cao, Shu Di Huang, Bai Zhu, Bai Shao, Sha Ren, Xu Duan, Qiang Huo, Ai Ye, Fu Ling, Tu Si Zi, E Jiao, Xiang Fu, Lu Rong, Huang Qin, Long Yan Rou",气血两虚证; 肝肾亏虚证,Syndrome of deficiency in liver and kidney; Syndrome of deficiency of both essence and blood,胎动不安,Threatened abortion,Chinese Pharmacopoeia 2020 edition,NA,NA,314,314
HBFO000482,Bu Jin Wan,补筋丸,NA,Bu Jin Pill,丸剂 (Pill),Oral,祛湿方,Ancient TCM prescriptions,"五加皮, 蛇床子, 沉香, 丁香, 川牛膝, 茯苓, 莲须, 肉苁蓉片, 菟丝子, 当归, 熟地黄, 牡丹皮, 木瓜, 山药, 人参, 木香","Wu Jia Pi, She Chuang Zi, Chen Xiang, Ding Xiang, Chuan Niu Xi, Fu Ling, Lian Xu, Rou Cong Rong Pian, Tu Si Zi, Dang Gui, Shu Di Huang, Mu Dan Pi, Mu Gua, Shan Yao, Ren Shen, Mu Xiang",祛风胜湿,Wind to wet,补肾壮筋，益气养血，活络止痛,"Tonifying kidney and strengthening muscle, nourishing qi and blood, activating collaterals and relieving pain",CPMCP,39,NA,NA,NA
HBFO000483,Shen Rong Bian Wan,参茸鞭丸,NA,Shen Rong Bian Pill,丸剂 (Pill),Oral,补益药,Chinese patent medicines,"公丁香, 地骨皮, 大青盐, 天冬, 川牛膝, 巴戟天, 干家崔, 杜仲, 枸杞子, 海马, 淫羊藿, 熟地黄, 牛鞭, 狗鞭, 甘草, 石燕, 砂仁, 硫黄, 红参, 肉桂, 菟丝子, 菲菜子, 补骨脂, 貂鞭, 锁阳, 阳起石, 附子, 驴鞭, 鹿茸","Gong Ding Xiang, Di Gu Pi, Da Qing Yan, Tian Dong, Chuan Niu Xi, Ba Ji Tian, Gan Jia Cui, Du Zhong, Gou Qi Zi, Hai Ma, Yin Yang Huo, Shu Di Huang, Niu Bian, Gou Bian, Gan Cao, Shi Yan, Sha Ren, Liu Huang, Hong Can, Rou Gui, Tu Si Zi, Fei Cai Zi, Bu Gu Zhi, Diao Bian, Suo Yang, Yang Qi Shi, Fu Zi, Lv Bian, Lu Rong",肾阳虚证; 肾虚髓亏证; 肾精亏虚证,Syndrome of deficiency of kidney essence; Syndrome of marrow depletion due to kidney deficiency; Syndrome of yang deficiency of kidney,"性冷, 阳痿, 早泄, 遗精","Asexuality, Impotence, Seminal emission, Premature ejaculation",ETCM,NA,NA,315,315
HBFO000484,Shen Rong Bu Jiu,参茸补酒,NA,Shen Rong Bu Medicated Wine,药酒 (Medicinal Liquor),Oral,补益药,Chinese patent medicines,"人参, 党参, 何首乌, 山药, 川芎, 当归, 桑寄生, 炙甘草, 熟地黄, 牛膝, 白术, 白芍, 肉桂, 鹿茸, 龙眼肉","Ren Shen, Dang Shen, He Shou Wu, Shan Yao, Chuan Qiong, Dang Gui, Sang Ji Sheng, Zhi Gan Cao, Shu Di Huang, Niu Xi, Bai Zhu, Bai Shao, Rou Gui, Lu Rong, Long Yan Rou",气血两虚证,Syndrome of deficiency of both essence and blood,虚劳,Consumptive disease,ETCM,NA,117,316,316
HBFO000485,Shen Rong Da Bu Gao,参茸大补膏,NA,Shen Rong Electuary,煎膏剂 (Electuary),Oral,补益药,Chinese patent medicines,"五味子, 党参, 当归, 炙甘草, 炙黄芪, 熟地黄, 白术, 白芍, 红参, 肉桂, 茯苓, 远志, 陈皮, 鹿茸","Wu Wei Zi, Dang Shen, Dang Gui, Zhi Gan Cao, Zhi Huang Qi, Shu Di Huang, Bai Zhu, Bai Shao, Hong Can, Rou Gui, Fu Ling, Yuan Zhi, Chen Pi, Lu Rong",气血两虚证,Syndrome of deficiency of both essence and blood,"虚劳, 心悸","Palpitations, Consumptive disease",ETCM,NA,NA,317,317
HBFO000486,Shen Rong Duo Bian Jiu,参茸多鞭酒,NA,Shen Rong Duo Bian Medicated Wine,药酒 (Medicinal Liquor),Oral,补益药,Chinese patent medicines,"丁香, 刺猬皮, 地骨皮, 大青盐, 天冬, 川牛膝, 巴戟天, 杜仲, 枸杞子, 海马, 淫羊藿, 熟地黄, 牛鞭, 狗鞭, 甘草, 石燕, 砂仁, 硫黄, 红参, 肉桂, 肉苁蓉, 菟丝子, 补骨脂, 貂鞭, 锁阳, 阳起石, 附子, 韭菜子, 驴鞭, 鹿茸, 麻雀","Ding Xiang, Ci Wei Pi, Di Gu Pi, Da Qing Yan, Tian Dong, Chuan Niu Xi, Ba Ji Tian, Du Zhong, Gou Qi Zi, Hai Ma, Yin Yang Huo, Shu Di Huang, Niu Bian, Gou Bian, Gan Cao, Shi Yan, Sha Ren, Liu Huang, Hong Can, Rou Gui, Rou Cong Rong, Tu Si Zi, Bu Gu Zhi, Diao Bian, Suo Yang, Yang Qi Shi, Fu Zi, Jiu Cai Zi, Lv Bian, Lu Rong, Ma Que",肝肾亏虚证; 肾阳虚证; 肾精亏虚证,Syndrome of deficiency in liver and kidney; Syndrome of deficiency of kidney essence; Syndrome of yang deficiency of kidney,"眩晕, 腰痛, 阳痿, 早泄","Dizziness, Impotence, Lumbago, Premature ejaculation",ETCM,NA,NA,318,318
HBFO000487,Shen Rong Gu Ben Huan Shao Wan,参茸固本还少丸,NA,Shen Rong Gu Ben Huan Shao Pill,丸剂 (Pill),Oral,补益药,Chinese patent medicines,"五味子, 人参, 仙茅, 党参, 六神曲, 制何首乌, 半夏, 土鳖虫, 地黄, 地龙, 墨旱莲, 天冬, 小茴香, 山楂, 山茱萸, 山药, 川牛膝, 川芎, 巴戟天, 当归, 木瓜, 木香, 朱砂, 杜仲, 枸杞子, 柏子仁, 母丁香, 浙贝母, 海马, 淫羊藿, 炙甘草, 炙黄芪, 熟地黄, 牛膝, 白术, 白芍, 砂仁, 硼砂, 肉桂, 肉苁蓉, 芥子, 花椒, 茯苓, 莲子, 菊花, 菟丝子, 蒺藜, 螃蟹, 补骨脂, 远志, 阳起石, 阴起石, 阿胶, 附子, 陈皮, 鱼螵, 鹿筋, 鹿茸, 麦冬, 麦芽, 黄芩, 黑豆, 龙骨, 龟甲, 龟甲胶","Wu Wei Zi, Ren Shen, Xian Mao, Dang Shen, Liu Shen Qu, Zhi He Shou Wu, Ban Xia, Tu Bie Chong, Di Huang, Di Long, Mo Han Lian, Tian Dong, Xiao Hui Xiang, Shan Zha, Shan Zhu Yu, Shan Yao, Chuan Niu Xi, Chuan Qiong, Ba Ji Tian, Dang Gui, Mu Gua, Mu Xiang, Zhu Sha, Du Zhong, Gou Qi Zi, Bai Zi Ren, Mu Ding Xiang, Zhe Bei Mu, Hai Ma, Yin Yang Huo, Zhi Gan Cao, Zhi Huang Qi, Shu Di Huang, Niu Xi, Bai Zhu, Bai Shao, Sha Ren, Peng Sha, Rou Gui, Rou Cong Rong, Jie Zi, Hua Jiao, Fu Ling, Lian Zi, Ju Hua, Tu Si Zi, Ji Li, Pang Xie, Bu Gu Zhi, Yuan Zhi, Yang Qi Shi, Yin Qi Shi, E Jiao, Fu Zi, Chen Pi, Yu Piao, Lu Jin, Lu Rong, Mai Dong, Mai Ya, Huang Qin, Hei Dou, Long Gu, Gui Jia, Gui Jia Jiao",脾肾阳虚证,Syndrome of yang deficiency of spleen and kidney,"阳痿, 早泄, 遗精, 遗精, 性冷, 不孕, 带下病, 耳聋, 耳鸣, 腹泻","Infertility, Leukorrheal diseases, Deafness, Tinnitus, Diarrhea, Asexuality, Impotence, Seminal emission, Seminal emission, Premature ejaculation",ETCM,NA,NA,319,319
HBFO000488,Shenrong Guben Pian,参茸固本片,NA,Shenrong Guben Tablet; Shen Rong Gu Ben Tablet,片剂 (Tablet),Oral,NA,Chinese patent medicines,"当归, 山药（炒）, 酒白芍, 茯苓, 山茱萸, 杜仲（炭）, 枸杞子, 牡丹皮, 鹿茸血, 盐泽泻, 熟地黄, 五味子, 鹿茸（去毛）, 菟丝子（酒制）, 红参","Dang Gui, Shan Yao （ Chao ）, Jiu Bai Shao, Fu Ling, Shan Zhu Yu, Du Zhong （ Tan ）, Gou Qi Zi, Mu Dan Pi, Lu Rong Xue, Yan Ze Xie, Shu Di Huang, Wu Wei Zi, Lu Rong （ Qu Mao ）, Tu Si Zi （ Jiu Zhi ）, Hong Can",补气养血,NA,用于气血两亏所致的四肢倦怠、面色无华、耳鸣目眩,"It is used for limb fatigue, pale complexion, tinnitus and dizziness caused by deficiency of both qi and blood",Chinese Pharmacopoeia 2020 edition,NA,NA,320,320
HBFO000489,Bu Pi An Shen He Ji,补脾安神合剂,NA,Bu Pi An Shen Mixture,合剂 (Mixture),Oral,NA,Chinese patent medicines,"炙黄芪, 龙眼肉, 党参, 茯苓, 白术（土炒）, 白芍（炒）, 当归, 酸枣仁（炒）, 远志, 木香, 香附（制）, 陈皮, 炙甘草, 蜂蜜（炼）, 蔗糖, 苯甲酸钠","Zhi Huang Qi, Long Yan Rou, Dang Shen, Fu Ling, Bai Zhu （ Tu Chao ）, Bai Shao （ Chao ）, Dang Gui, Suan Zao Ren （ Chao ）, Yuan Zhi, Mu Xiang, Xiang Fu （ Zhi ）, Chen Pi, Zhi Gan Cao, Feng Mi （ Lian ）, Zhe Tang, Ben Jia Suan Na",益气健脾，养血安神,"To replenish qi, invigorate the spleen, nourish blood and calm the nerve",心脾两虚，气短心悸，失眠多梦，头昏头晕，肢倦乏力，食欲不振，崩漏便血,"Deficiency of the heart and spleen, shortness of breath and palpitations, insomnia, dreaminess, dizziness, dizziness, fatigue, loss of appetite, uterine bleeding and blood in the stool",ITCM,NA,82,51323,NA
HBFO000490,Shen Rong Ge Jie Bao Shen Wan,参茸蛤蚧保肾丸,NA,Shen Rong Ge Jie Bao Shen Pill,丸剂 (Pill),Oral,补益药,Chinese patent medicines,"山茱萸, 山药, 巴戟天, 当归, 杜仲, 枸杞子, 沉香, 熟地黄, 白术, 益智, 红参, 肉苁蓉, 茯苓, 蛤蚧, 补骨脂, 远志, 鹿茸","Shan Zhu Yu, Shan Yao, Ba Ji Tian, Dang Gui, Du Zhong, Gou Qi Zi, Chen Xiang, Shu Di Huang, Bai Zhu, Yi Zhi, Hong Can, Rou Cong Rong, Fu Ling, Ge Jie, Bu Gu Zhi, Yuan Zhi, Lu Rong",肾气虚证; 肾阳虚证,Syndrome of kidney qi deficiency; Syndrome of yang deficiency of kidney,"腰痛, 眩晕","Dizziness, Lumbago",ETCM,NA,NA,321,321
